1250,昌平西营村东站
1251,庄头(顺白路)站
1252,大柏老东口站
1253,丰益桥西站
1254,西五里营站
1255,三河东柳村站
1256,赵家庄南站
1257,四合新村站
1258,四元桥西站
1259,天通北苑站
1260,于家围站
1261,汇林南街站
1262,房山矿家属区北站
1263,彩虹园小区站
1264,湖光北街东口站
1265,官牛坊村站
1266,高教园环岛西站
1267,庆陵村站
1268,雁栖开发区汽车站
1269,黄寺总政大院站
1270,北白站
1271,顺恒大街北站
1272,育新花园中里站
1273,陀头庙站
1274,南百路站
1275,狼各庄站
1276,西一村站
1277,裕龙六区站
1278,花园新区站
1279,羊山(京密路)站
1280,北安河西口站
1281,黄东仪站
1282,聚富园小区站
1283,太子峪站
1284,首钢焦化厂站
1285,巨各庄站牌站
1286,造甲村东站
1287,团河会议中心站
1288,王户庄站
1289,东泥洼村口站
1290,平安庄路口站
1291,牛富屯站
1292,牛角峪总站
1293,顺义五中站
1294,西大屯站
1295,善各庄西站
1296,啤酒厂北站
1297,西店环岛站
1298,化庄站
1299,东外小区站
1300,地铁义和庄站
1301,水屯村站
1302,东单路口东站
1303,新源大街南口站
1304,南房站
1305,世界葡萄博览园西口站
1306,嘉园二里南门站
1307,濂泉响谷站
1308,红林制药南门站
1309,提辖庄小学站
1310,西东村站
1311,燕化前进副食站
1312,松山路口站
1313,李家史山站
1314,昌平北站路口东站
1315,甘涧峪站
1316,大古坟沟站
1317,燕化向阳站
1318,金沟河东路站
1319,顺鑫度假村东站
1320,平谷汽车站
1321,琉璃庙镇八亩地站
1322,玉山教练场站
1323,玉带路西口站
1324,石城政府站
1325,地铁经海路站
1326,下辛堡东站
1327,神龙二医院站
1328,大兴看守所南站
1329,石俯路东站
1330,学院桥西站
1331,和平门西站
1332,良乡三中站
1333,学清路北口站
1334,同心庄站
1335,首经贸西校区站
1336,龙岗路东口站
1337,大楝树站
1338,三家店火车站
1339,车道沟桥东(东行)站
1340,警官大学东站
1341,清源路东口站
1342,西黄垡站
1343,惠新里站
1344,结研所站
1345,翠微西里站
1346,偏道子站
1347,蔡家洼大队站
1348,贾家园站
1349,李庄东口站
1350,矿林庄站
1351,香河农业开发区站
1352,泗上东站
1353,秦城路口站
1354,沿湖站
