#node1Id,#node2Id,buses
11096,7221,517路
2716,4218,489路
11196,6223,运通112路|717路
4099,6020,运通106路
11389,5626,兴52路|兴21支路
7648,841,430路
5125,7739,804路
3685,9174,顺31路区间
1809,3960,1路
11376,4429,H28路
3555,9141,昌37路
1300,5060,兴微11路
5912,9544,423路|483路
1515,4248,专12路
1437,5028,535路
5308,5904,开发区4路
3907,6956,空港7路|顺13路
1211,7286,大兴专1路
10834,537,地铁10号线
5465,5665,998路
10134,4842,25路|夜30路|特8路
2797,7383,地铁9号线
11811,9742,平44路
12043,8411,快速直达专线13路
4968,9660,Y40路
3703,674,昌3路
7455,9730,运通115路
5922,8115,842路
10354,3977,361路
10396,2229,H06路
2864,4051,房34路
5197,9690,123路|夜6路|夜36路
2455,8147,Y16路
2078,2248,375路|606路|387路|80路|693路|84路
11381,3026,36路|夜17路|夜2路|622路|17路
4935,7338,H35路
2816,5865,78路
11855,9305,兴18路|兴35路
6335,8948,顺13路
11535,2840,兴22路
11296,6563,359路
11067,8853,838路直达
4108,5940,地铁4号线大兴线
1602,4691,Y20路
5126,771,快速直达专线83路|489路|664路|318路|快速直达专线147路
11192,6274,657路
11465,3545,快速直达专线56路
3817,6531,465路
7564,8638,139路
4088,6143,117路|夜10路|夜6路|635路|24路
3997,7390,663路
11593,3599,308路
6406,6910,通22路
428,5057,密13路
8694,9351,机场巴士6线
5335,5645,昌67路|昌66路|昌3路|郊94路
7443,8510,39路|夜10路|43路|525路
1523,4156,844路
10724,9936,房29路
3197,5694,844路区间|844路|兴24路
10298,4531,392路
10589,2945,952路|833路|839路
5367,6671,880路
10243,3743,612路
4879,9234,Y14路|Y18路|Y19路|Y28路|Y29路
2723,6783,顺42路|顺22路
11051,6318,74路|300路快|特6路|特8路
10583,1679,兴32路
10490,11110,Y34路
10589,2948,952路
2512,8897,970路
119,8180,房21路|房23路|房22路|房25路|房24路
6108,9916,941路|专11路|473路|472路
2012,2898,40路
8741,8843,平39路|平62路
4179,887,运通124路
11380,3020,945路
4248,4546,专12路
6202,8977,通7路|通13路
2603,7988,845路|627路
6488,7450,房12路|907路|房19路|836路张坊|836路大韩继|房41路|917路|房31路|836路
7648,860,301路
11075,7456,887路
4115,5883,房37路支线
1408,6623,927路
1778,4254,房35路
3858,6135,运通128路
5099,9348,510路|81路|82路|夜6路
3404,8016,433路|412路
10722,8618,871路|521路|878路
3845,7599,通勤微60路
1834,3697,房35路
4902,7680,591路
2675,8580,兴29路
3044,5880,677路
4317,93,H40路|H08路|H22路支线|936路青龙峡|H54路|H10路|H14路|H60路|H22路区间|H63路|H22路|H21路|H38路|H37路
10168,5814,842路
2648,7522,密39路
5835,9008,870路
1027,11944,郊86路
11939,9810,H45路
5144,6252,房43路|房49路
10582,1675,快速公交3线|快速公交3线区间
5169,8661,通9路
4631,9065,93路|665路
2877,6569,兴53路
2538,9959,兴46路
11186,649,快速直达专线110路|692路|477路|967路|969路|480路|840路
11900,6215,7路|47路|夜36路
2812,4552,郊87路
4807,7309,兴24路
11776,1783,M15路
2538,8629,通14路
2136,2971,兴46路|兴30路
219,7166,昌67路
4078,7593,运通111路|468路|运通122路|494路|499路
3658,8140,623路
4109,4623,939路
5960,9075,856路|850路
10741,8416,昌58路
1320,6163,郊88路|郊82路
10750,8323,郊82路
5263,6388,393路|特4路|运通118路|636路
2987,6781,H44路|863路|866路
2921,4781,兴54路|兴28路区间
1507,5609,地铁10号线
2008,2919,648-649路联运
5120,5172,556路
7489,8112,地铁7号线
2564,8350,兴26路
2301,8322,570路
4904,5017,兴42路
2421,9782,990路|128路|夜23路
11448,2409,专49路区间|专49路
4229,4756,昌28路|643路区
11164,5248,平24路|平23路|平22路|平21路|平41路|平35路花峪|平47路
2810,5899,房19路
2710,4229,昌51路
2521,6117,兴21路延长线|兴21路
1172,11748,981路
1735,4662,970路快|987路
10821,6350,72路|998路|运通103路|529路|485路|51路|运通125路|66路|501路
3628,9788,顺30路
3807,7996,密3路
3092,4058,78路|夜12路|56路
7658,7747,房15路|房42路|房41路|房46路|房31路|房37路|房28路
7305,9945,598路|339路|546路
1734,2014,842路
11388,6929,959路
1753,3157,521路
5014,6226,448路
1885,3169,856路|顺36路区间|915路快
10039,4511,938路快
1525,4107,昌27路
10250,1072,房37路支线|房40路|房37路
1210,8583,886路|昌35路|493路
3084,6791,936路
1429,751,524路
10021,4687,855路|933路
4069,620,观光2路
5069,9683,顺2路
5199,7053,通19路
2892,5062,专83路
2188,2434,M01路
2647,557,昌20路
2574,8241,38路
11374,3136,顺11路区间豹房|顺11路区间刘各庄
11003,6846,房47路
11545,1425,929路|892路
1856,4770,889路
11257,4303,密23路
3603,7381,663路
1509,6910,938路卓达三溪塘专线|938路
10972,7494,兴14路区间|兴14路
11152,4020,郊81路
11165,5221,房39路|房28路
1943,2570,H31路
3659,8153,专112路|677路
10851,6044,521路
3949,5258,顺48路
3726,6155,469路
6302,7994,密24路
8695,9386,密17路支4
3091,5387,兴14路区间
3122,3747,428路
3609,8657,顺34路
8517,9835,901路快
3522,8197,976路
3042,3216,通10路
6185,9162,兴62路
1600,2012,夜3路|61路
8201,9002,北苑家园通勤环线
7390,9086,598路|472路|527路|663路|598路区间|325路
3088,5413,密32路|密39路|密33路|密36路|密35路|密云-司马台专|密19路|密20路|密24路|密23路
10264,2250,425路|79路|运通101路|699路|425路快车|355路|365路
1279,9219,密23路
3293,4692,936路青龙峡
1311,8894,837路区
1720,2145,密10路
1727,4735,兴19路
10625,9639,开发区3路
1189,1763,通9路
10493,11125,快速直达专线98路|兴37路|840路
1486,7129,801路|802路
4749,9248,940路
7459,8435,快速直达专线112路|快速直达专线119路|470路|快速直达专线30路|快速直达专线107路
2747,6502,110路|3路|120路|夜24路|403路
2876,5212,696路
2958,5727,991路|486路|408路
2758,7723,金融街1号专线|快速直达专线129路|快速直达专线17路
2976,6875,H40路|H44路|H09路|H08路|H22路支线|H54路|H10路|H14路|H60路|H62路|H22路区间|H63路|H22路|H21路|H38路|H37路
3937,4053,333路|438路
6226,7451,625路|夜38路
3904,4385,密16路
2794,6027,快速直达专线29路
4006,5681,兴30路
8739,8913,快速直达专线4路
8644,9862,兴53路
3977,547,运通114路|386路|304路|307路|夜9路|611路|528路|361路|运通124路|630路
1756,5766,559路|885路
7506,7959,通46路
10262,2260,密17路支4|密18路|密16路
10277,3442,463路|607路|922路
10588,2996,兴16路
1860,2062,5路
1267,9323,昌55路|925路
5118,5209,兴32路
1391,8084,顺5路
4818,7220,密61路
1417,850,专101路
10498,3886,43路
10059,5616,房52路|房15路|房16路|房12路|房19路|房18路|836路张坊|房31路支线|房41路|917路|房31路|房18路支2|房26路
10665,10726,顺42路|顺33路
10082,5388,370路|运通116路|运通112路|336路|992路|941路快|664路|977路|981路
4703,8387,682路|421路|991路|运通104路|851路
10774,10963,7路
6297,9389,906路|房37路支线|831路|837路
2964,4320,专105路|专106路
10715,430,开发区2路
2887,7753,房34路|895路
1030,11877,110路|111路|684路|116路|夜10路|106路|108路
2574,9553,夜4路|102路|105路|22路
11742,11930,620路
3738,6055,昌25路
10984,7353,321路
10876,7100,顺24路|顺27路
6145,8253,运通109路
4607,9340,H01路
10369,2513,438路
7130,9049,838路
4716,9582,房25路
10868,9848,953路
7764,928,专74路|专73路
4162,5309,818路班车
4240,4522,兴59路
2503,5099,113路|专8路|55路
11139,6871,顺40路
8890,9958,顺4路
11147,6793,637路
11199,6274,30路|31路|快速直达专线74路
10406,9221,昌27路|860路
11252,3078,昌21路
10735,8585,556路|474路
11148,5444,兴29路
5583,5732,顺33路|空港7路|顺33路区间
3797,9305,兴17路|兴18路
10029,4659,Y24路|874路
10023,2045,密36路
11864,9295,119路|夜36路
6564,7906,522路|963路|633路
11483,2089,密66路|密68路|密62路|密61路|密60路
7581,9714,顺21路区间
5433,5919,顺17路区间后岭|顺17路区间大洛泡
10859,7339,958路|525路
5293,9976,633路
5593,5645,590路|快速直达专线124路|快速直达专线138路|884路|885路|493路
5240,6518,647路
2637,5071,901路|906路|831路
6263,9617,24路
4021,6730,996路|443路
4954,9732,开发区4路
4350,4771,941路|373路|337路|76路|夜1路|专69路|运通120路|特10路|546路
6452,751,通12路
11059,6319,昌52路
4392,5680,964路|快速直达专线139路|981路
11087,6036,房17路|房19路
6313,808,兴22路
11888,9073,668路快|快速直达专线7路
5299,9923,962路
3686,9106,房16路|房31路
5030,8622,933路
592,7311,645路
10324,1685,875路
10226,2667,941路快|965路|快速直达专线104路
552,733,密66路|密68路|密67路|密63路
3149,3587,828路
2618,6579,922路|专49路
6360,8637,842路
4133,6953,机场巴士4线
1849,2280,地铁6号线
4381,4475,943路|828路|849路|849路快
1125,8190,691路|392路|21路
11050,5063,密38路
11323,3664,Y05路
10957,8998,昌58路
10612,7126,兴30路支
11571,1181,959路|977路快定班
5489,6706,923路
11126,4300,887路
5045,9816,645路|304路|92路|16路
10478,2790,Y12路
5284,8758,密13路
3695,9021,平12路
5596,5631,680路|524路
10017,3415,511路|485路
550,6424,969路
4150,6797,362路
11911,8772,920路
3127,3792,802路
453,8729,917路快|838路
230,9628,892路
10709,6234,954路|957路|兴61路
4842,8215,特8路
4991,8056,郊90路
11823,8328,房33路
10979,6194,133路
7565,9928,78路|568路
5030,7317,933路
11143,6799,兴59路
5254,771,房17路|房18路|房45路|房41路|房18路支1|房18路支2
10728,8698,318路
1669,4074,923路
7769,924,890路担礼|890路
5273,7544,顺37路|顺16路
11927,9950,顺21路区间
2567,7070,郊88路
3951,6479,659路|847路|983路
360,9650,372路|924路|快速直达专线1路
3731,7346,运通104路
3710,6229,密68路
6485,7407,郊80路
4977,9532,兴47路
4750,9140,H44路
6172,9208,顺5路
372,9527,河北庄-朱家坟通勤班车
2469,9376,地铁5号线
2978,4286,机场巴士7线
2824,3164,820路|957路|运通102路|300路快|434路|741路|839路|665路|973路|848路|特8路|快速直达专线146路
6564,7941,快速直达专线50路
11648,1750,838路
2817,4569,专43路
2659,7479,819路|815路快|818路快
4942,9884,486路
10518,9462,兴14路
1427,6485,856路|942路快
1104,8382,81路|专89路
7461,9627,920路
5270,6258,大兴专1路
10737,7267,专7路环线
3854,6121,平46路|平19路
11333,2293,941路
1359,7164,996路|607路
3643,8234,517路|911路|306路|499路|675路
3742,7244,499路快|499路
11022,4070,空港6路
10038,3264,357路|昌33路
540,885,昌69路
5143,7525,34路
383,9448,通42路
11924,6002,920路
560,6345,310路
4804,9942,兴微26路
11296,5280,935路快|935路
10518,9453,兴17路|兴18路
4924,8747,122路|夜4路|717路|特3路|458路
10781,10823,622路
11368,5899,房19路
11414,1479,兴27路
7581,8457,顺3路|顺5路|顺30路|顺34路|顺32路|顺34路区间|顺27路|顺21路|顺14路
5290,6067,937路|兴28路
3726,7411,运通115路|489路
1249,8250,通9路
10719,7435,平31路|平27路|平28路|918路区|平40路|平39路|平32路|平50路|平49路|平45路
7767,968,947路
3948,6524,开发区3路
7793,8992,特9路
11986,8052,运通110路|运通109路|特10路
11731,9271,平50路|平48路|平62路
5297,7327,通19路
391,9362,958路|83路|483路|531路|973路|458路|896路
5271,6254,房24路
2538,9994,兴46路
3119,3841,619路|夜30路
6498,8628,534路
2857,4143,密29路
4106,5936,917路快|917路
4085,6144,920路
1345,7283,335路|85路|414路
10806,7889,运通202路
11075,6187,642路
11236,4577,736路|专25路|524路
7773,7857,地铁15号线
174,1869,房12路|房19路
12046,155,专63路
10915,4133,942路快
10189,3060,386路
10505,9567,591路|435路
3659,9421,361路
11305,3881,339路|959路
662,7971,夜27路|666路|667路|626路
679,846,兴32路
3809,7925,809路
5334,5637,416路
3811,5247,333路|夜4路|618路|392路
7465,9605,313路
7575,9833,463路|922路
3018,4846,381路|夜17路|84路|102路|106路|20路
3898,7039,309路
4390,5603,特10路
11749,11987,78路|32路
1161,1948,运通112路|331路|563路|563路区间|特5路
10311,10376,房48路
10306,10431,11路|363路
340,7222,通21路
470,8585,556路|829路|474路
2292,3932,940路
12,3548,421路|30路|31路|502路
10491,49,房22路
11939,173,H45路
11516,11670,841路
12,2231,117路
4290,6621,8路
5772,76,924路
10017,3380,485路
10549,10693,兴19路
1190,2969,市郊铁路延庆S2线
10049,3069,兴19路|兴31路|兴35路|兴13路南线|兴20路|兴26路|兴29路
408,929,338路|309路|390路|133路|96路|97路
4191,8949,平28路|平50路|平45路
10315,10377,805路
3971,7505,平33路
10802,5193,958路|663路|972路
449,525,681路|448路
11358,3273,空港9路
449,8814,449路
587,7431,房20路
210,7213,539路
11405,11470,609路|614路
12011,7396,516路
8309,9285,昌57路
423,7770,866路
11746,9064,463路|426路|871路|617路
11725,9276,昌30路
5390,662,806路|808路
242,9587,883路
230,7047,892路
4280,6755,昌68路
304,8950,Y12路|Y13路|Y32路|Y38路
11938,8483,房46路
6699,901,昌58路|345路|专45路
126,9433,顺46路
11616,9052,空港9路|顺29路|923路
321,7488,H05路环线
5375,838,专36路区间|专36路
5499,928,504路
4960,8306,开发区1路|开发区5路
545,7894,兴28路
5330,6923,兴27路
11809,8466,122路
3998,8610,973路|851路
11969,8193,运通123路
507,5619,476路|305路|490路
1536,960,857路
1302,8946,夜10路
1574,7558,437路|575路
1893,5698,房17路|房16路|房12路|房45路
1663,4006,827路|829路|840路
1611,5858,487路
2964,5645,快速直达专线73路
10493,2516,840路
2892,7690,开发区6路
6255,8392,890路
4062,656,553路|605路
4052,756,专119路|487路
2884,792,827路|485路
327,6114,平62路
213,8587,运通109路|751路
3097,998,昌2路|昌1路
402,6696,647路-312路联运
1824,3730,兴31路
4878,9198,512路|303路|575路
5118,6452,兴32路
4857,8079,专32路环线
7362,9293,602路|736路|740路
2070,3574,26路|运通105路|夜14路|快速直达专线35路|16路
1751,3116,密3路
10163,5802,专38路
6336,7567,70路|14路
6103,8567,690路|532路|364路
3925,4080,Y40路
16,2260,密17路支4|密17路支1|密17路支2|密18路|密16路
2693,9671,936路青龙峡|867路旅游专线
10052,6919,快速直达专线77路|快速直达专线11路
6032,9281,867路旅游专线
411,6591,948路|370路|941路快|325路
3271,4874,869路
114,8232,房32路
3165,4603,房34路
402,6686,591路
213,7247,508路|425路|16路|635路
1767,6956,顺43路|顺38路|顺27路
11382,5629,兴44路
1485,157,440路|976路|986路
7446,8487,兴51路
1397,9308,昌18路
1088,1402,运通205路
11193,504,房45路
8676,9457,329路
10352,3907,空港7路
269,8040,房30路
9711,9759,昌11路
11183,8952,兴39路
8606,8831,94路
8455,9012,房3路
10230,74,820路
1792,5365,57路
11291,5217,兴29路
11180,8989,专169路
218,266,快速直达专线54路|667路-552路联运|667路
1780,4133,641路|847路
10392,4820,549路
10320,11555,639路
2896,8953,681路|运通105路|562路|699路|614路|运通126路|特4路|365路|982路
10491,3835,房22路
10342,11339,H22路区间|H22路
1344,218,813路|648-649路联运|675路
11084,9955,顺14路
6139,9566,855路
119,9535,901路|837路区|831路|837路|房37路
2692,8326,密29路
7223,9369,602路
3975,515,房14路区
1670,6558,870路
1881,3116,密3路
1344,9818,郊88路
10145,12003,通13路
1534,7914,顺24路
10077,6719,夜30路
4052,721,860路|专119路|487路
2761,8962,929路
2991,6663,452路
8417,9455,983路
1543,858,423路|夜8路|夜20路|456路
1343,9817,984路
10283,3311,地铁亦庄线
1971,3538,901路|831路
10200,2811,H43路|H11路|H29路|H30路|H32路|H31路|H33路
1175,1836,房19路
4007,4298,运通114路|运通113路|959路|436路|611路|481路|531路
5948,9176,577路
4032,905,18路|特11路
408,6663,390路
2964,6913,昌57路支
505,5698,房17路|房18路|房45路|房41路
238,8367,密7路
10566,11782,兴32路
10870,7106,71路|511路
10753,9604,快速直达专线113路|通43路|801路|802路|806路
1401,956,顺42路
8427,9363,849路|849路快
10492,3871,密29路|密28路|密27路
10546,10678,H50路|H23路
1033,10586,85路|414路
10463,2833,964路|M06路
10153,5934,平26路
10451,1626,运通111路|421路|404路|夜32路
11645,11671,1路|夜1路|308路
2694,9610,508路|86路|307路|311路
1075,2824,678路
207,6044,运通112路
336,6088,821路|927路|976路
1641,6815,房33路|房38路
10893,9519,顺31路区间|顺31路|H61路
1362,9601,房18路支1
327,6168,平25路
3374,82,953路|341路|526路|926路
8311,9177,942路快
1866,5900,顺40路|顺39路|空港7路
5059,9850,H06路
11649,8684,H25路
12005,3450,87路
12048,5684,M21路|892路
6208,716,房18路支1
4163,5497,Y06路
2368,9148,昌68路
8514,9923,962路
4766,9137,河北庄-朱家坟通勤班车
8746,8937,H51路
6071,9058,690路
4724,8229,顺28路区间汉石桥方向
11048,2368,昌57路
6440,6696,郊90路
2300,7169,510路|夜14路
3934,4142,681路
1016,8022,房14路
1148,8033,平11路
1127,9572,顺13路
3404,8117,605路|夜25路|585路|673路
1669,5489,顺21路区间
10063,11593,78路|308路
11428,8246,地铁1号线
10179,10432,平32路
10004,10852,435路|669路|快速直达专线13路
6022,9539,专69路|663路
11208,9119,通6路专线
6207,735,快速直达专线100路
8575,9322,636路
10949,2360,948路
4189,6579,昌19路
2212,9367,979路
8654,9865,兴21路延长线|兴21路
10736,3154,兴58路|兴19路
10639,6787,464路|441路
2159,2894,557路
10244,8074,夜4路
11249,11711,兴30路
4088,6263,117路|夜10路|夜6路|106路|107路|635路|24路
1389,8276,329路
11528,259,25路|7路
1034,9163,顺36路区间|顺37路|顺36路|顺31路区间|顺31路|空港8路|顺16路
8531,9771,顺35路|顺25路|顺13路
11276,11448,昌19路
1176,9076,密39路
1368,8489,兴23路
11311,8095,740路公益西桥|865路|740路|439路|特9路
11202,9183,房19路
11914,2064,330路|908路
2475,8053,快速直达专线57路
2846,5673,Y15路|875路
4899,9157,通2路
1346,384,H33路
5825,9214,456路
2625,5226,房38路
6013,8324,467路
2601,5464,918路
6122,9895,密16路
3647,8363,473路|99路
10304,8791,640路|641路|847路|586路
11058,3571,536路
3118,3939,466路
10256,9272,快速直达专线46路|快速直达专线40路|954路|957路|兴36路|485路|369路|676路|快速直达专线109路
6154,8253,425路快车
10347,9694,顺46路
10404,5139,顺36路区间|顺36路|顺32路
7221,8222,通6路
3022,3564,433路
3811,4068,快速直达专线82路
5026,579,542路
3062,4492,房46路
3039,4724,919路
1236,9798,密29路
5036,8768,房37路支线|房40路|房37路
5034,8788,兴47路
7467,8420,昌25路
2798,6143,131路
11448,8069,专32路环线
4724,9587,559路|345路|883路
7676,8991,兴25路
2656,7561,985路
2631,5155,938路
2514,7654,889路
6230,7472,891路
4198,5176,810路
11158,3899,昌59路
1388,9595,兴13路北线
5007,771,快速直达专线83路
10826,3567,密12路
3759,8583,昌33路
3703,6484,昌3路
10107,9423,地铁6号线
5965,9148,昌57路
7483,9583,360路
5349,6978,密27路
11316,8062,房43路|房49路|房48路
5089,9595,兴13路北线|兴35路|456路
7363,9491,942路
11916,5977,专115路
8200,9115,专80路环线
2800,4780,988路|421路|991路|快速直达专线117路|445路|401路|402路|夜32路|418路
11678,8356,快速直达专线34路
6386,7278,平2路
9912,996,807路
2430,7153,938路快
4703,7149,682路|运通104路|471路
2853,5583,顺33路|顺33路区间
2302,8432,631路
11288,11383,快速直达专线56路
2602,5437,夜11路|88路|48路|10路|717路
10849,2085,兴29路
2451,8276,565路
2300,7119,510路|特13路|特15路
3169,3400,郊89路
11915,3331,房38路
2934,4761,668路
3706,723,892路
4056,879,昌20路
6359,8867,961路|M06路|325路
2742,4020,980路快|郊81路|980路
11976,4058,78路
8889,8891,平24路|平23路|平21路|平47路
3801,4198,810路
1711,2354,夜10路|124路|107路
1431,5154,871路
1449,6307,兴50路
1721,2251,房14路|房20路
5102,5476,830路
1273,8064,木林1路
3081,4271,625路|夜38路
7337,8441,顺36路
11323,9261,Y05路
5067,7177,通11路
11634,6157,993路|快速直达专线119路|646路|房42路|快速直达专线120路|快速直达专线129路
7356,9587,345路
3864,462,快速直达专线51路
2818,5913,875路
2984,5588,通州森林公园2路
6143,7069,北小营-东直门通勤快车
1020,10993,快速直达专线58路
2674,7351,88路
11604,5128,568路
2431,7120,805路
9712,9949,房43路|房49路
6213,6371,昌20路
2710,4327,326路
3619,7359,顺12路
3044,4633,988路|421路|运通107路|701路|402路|夜32路|413路|503路
3987,566,880路
1965,3799,670路上东廓
11927,5892,856路|顺34路|顺27路|顺21路|顺14路
3295,3451,空港1路
1886,4583,房49路|房36路
1787,5576,562路
11514,7367,H41路
2194,2477,40路
8466,9105,夜15路|夜4路|夜20路|特3路|特12路|458路
6205,7767,947路
6248,8668,密18路
10134,9195,652路
1788,5550,403路
10235,8183,平14路|平17路
10826,11032,密39路
8434,9433,顺11路区间豹房|顺11路区间刘各庄|顺30路|顺11路
10318,6026,H56路环线
11336,9151,26路|夜14路
1526,6842,861路
7319,8609,专107路|快速直达专线76路
2616,4086,Y34路
12006,2199,密5路
1053,11930,464路|465路|432路|快速公交3线|966路|617路|快速公交3线区间|751路|621路|984路
6466,711,密9路
4395,4423,40路|133路
10170,11783,夜30路|678路
7583,9824,专81路
6492,8746,H35路
2419,7377,H45路
2237,9194,457路
4267,5716,专13路|40路|夜23路|59路
10061,10200,936路青龙峡
4391,4474,Y12路|Y11路|Y13路|Y27路|Y32路|Y36路|Y38路
4870,9356,空港5路区间
4991,8139,801路|802路
423,806,866路
5475,6947,867路旅游专线
3735,8720,快速直达专线1路
3530,9440,昌61路
5287,531,顺29路
3735,8721,924路
3400,9410,顺20路
6342,7616,专13路
480,8555,通38路
4133,5739,机场巴士4线
6245,9916,507路|运通114路|专110路|78路|79路|389路|481路
3744,7308,通43路
4394,4458,密1路
4275,5645,590路|快速直达专线124路|快速直达专线138路
14,4906,专96路
5142,7626,910路
11164,13,平42路
3883,8584,H10路
5077,9603,专165路
3877,8642,专20路
452,8832,夜24路
593,8751,顺31路区间|顺31路
645,6900,兴56路
2509,6452,通28路
6455,7805,671路
2448,7069,郊81路
4399,5744,381路
6474,665,927路
4948,9922,60路
4275,4325,376路
1068,11818,顺45路|顺15路
4192,6482,515路
5245,6607,973路|851路
5002,742,472路|325路
3059,4597,639路|306路
10780,5307,Y15路
2709,5779,运通110路|特5路|特10路
4034,6747,专109路|489路
2309,8448,596路|386路
4196,5128,967路
10155,11974,592路|315路
2207,9466,695路|特11路
2715,3055,密6路|密6路支线
4186,5223,专59路|957路
4235,4735,兴58路
4352,4896,370路|941路快
6255,9835,快速直达专线68路
5247,966,518路|476路|699路|614路|运通118路|328路
3841,6363,天通苑-国贸通勤快车
3804,6739,昌57路支
572,7654,407路
3749,8618,871路|878路
662,6746,924路
12008,2149,昌28路
2969,3162,八达岭景区免费接驳车
4935,8746,H35路
1018,9364,597路|专109路|527路|972路
7430,8725,房19路
1018,8030,专109路|527路
3895,7163,顺20路区间|顺20路
1409,6784,516路
3731,6143,机场快轨|850路快
3634,9779,通4路
10683,631,H32路
3065,3181,昌33路
161,9128,兴59路|631路快|兴36路|兴1路|大兴专1路|兴29路
6210,7648,快速公交3线|快速公交3线区间
5378,6641,363路|541路
10031,10574,空港8路|北小营-东直门通勤快车
4061,6491,890路担礼|929路|890路|892路
6221,8866,平46路|平19路
8693,9400,特11路
6574,7997,密3路
11258,11610,72路|116路|34路|35路|36路|6路|957路|夜11路|41路|60路
3743,8693,夜18路|104路|108路
5074,9679,Y09路
1725,2286,地铁6号线
3578,9011,昌13路空军第二十三厂
3524,9556,375路|运通112路|330路|346路|584路|特10路
5184,8575,专34路环线
3750,7297,通6路专线
5000,795,335路
512,6943,591路
32,4767,863路
2349,9342,顺14路
4741,9371,房38路
2744,4065,M20路
2414,7365,快速直达专线127路|快速直达专线126路|快速直达专线139路
12016,2088,密7路|密11路
6353,8863,昌21路
6256,9833,快速公交3线
10181,1601,Y21路区间
4253,4584,顺12路区间
6320,6532,560路|871路|878路
6393,8464,兴47路|兴48路
3941,5390,28路|专10路|348路|专5路|91路|57路|夜30路|专164路
1659,4266,通22路|805路
11251,11671,370路|373路|337路|76路|1路|夜1路|89路|624路|运通120路|64路
5113,7969,昌3路
5195,7143,376路|870路|655路|357路|883路|883路快
5163,8797,618路
3546,8016,433路|412路
1326,7598,857路
494,9776,房11路
10612,6908,兴55路|兴30路支
11771,329,房18路支1
1992,4748,460路|461路
10560,7424,751路
10075,3944,599路|997路|821路|652路|快速直达专线120路|623路
11197,4701,590路|559路
10182,11702,顺29路
2630,710,536路
354,9870,27路|夜20路
177,1988,昌57路|昌57路支
562,7793,588路环线
543,7981,Y23路
324,8841,993路|646路
111,8313,965路|专91路
4390,5728,特10路
343,8648,郊88路
11490,1762,密38路
11991,6446,385路|356路|574路|843路
10484,9500,平50路
578,7624,553路|659路|571路|847路|快速直达专线101路|特16路
698,7755,855路|运通111路|130路|404路|夜32路|416路
10690,7433,428路|966路|984路
4341,4901,30路
11896,7406,平24路|平23路|平22路|平42路|平41路|918路关上
10080,1208,126路|快速公交2线|夜6路
5708,9096,Y33路
10642,939,夜28路|674路|24路
10575,9910,空港6路
11393,2719,平36路
3996,8700,郊81路
10296,11900,7路|47路|夜36路
11890,6141,兴62路|兴63路
1750,5805,838路
10142,1907,939路|547路
1471,319,670路上东廓|运通117路
584,7581,850路快
1593,426,兴12路
10784,857,466路
579,7633,通12路
4262,5707,地铁6号线
3863,8710,Y18路|Y29路|Y30路|Y34路|Y37路
341,6025,郊86路
111,7029,专46路
10096,2441,兴21支路
203,463,密26路
11041,3645,临8路
5473,6910,通22路
11743,650,空港6路
2090,4718,H23路区间|H50路|H23路区间六渡河|H51路|H24路|H23路|H34路|H36路|H35路
7781,840,开发区2路
10680,7594,558路
10532,7742,通14路
457,8889,房27路
27,3562,密3路
10099,2401,332路|333路|运通106路|584路
11011,3932,940路
1880,5818,密18路
11367,1700,H39路
1780,6814,464路|117路|641路|601路|607路|运通104路|夜30路|847路|特8路|328路|547路
11680,9512,通1路
1684,825,970路
289,9226,夜5路
419,7927,989路
11160,2439,专45路
4196,7727,612路
3882,8545,平16路
10743,5616,房52路|房15路|房16路|房12路|房18路|房31路支线|917路|房31路|房18路支2|房26路
12,2395,988路|486路|夜25路|973路|677路|985路
11396,2735,809路
10262,10964,密30路|密32路|密31路|密33路|密36路|密35路|密8路支线|密8路|郊80路|密17路|密57路|密12路|密29路|密26路|密25路|密28路
11097,5724,昌27路|905路|464路|465路|558路|426路|430路|301路|966路|专81路|617路|751路|620路|621路|319路|运通128路|运通117路|984路
6690,6751,顺41路
307,6410,密10路
11858,810,北苑家园通勤环线
10545,614,昌36路
10684,6204,504路|825路
5286,8800,高铁快巴2线
5175,9911,386路
10792,7781,开发区2路
3693,9111,Y18路|873路
10571,7330,891路
11293,11306,北小营-东直门通勤快车
3842,7627,477路|309路
228,242,昌22路|昌68路|昌53路|878路|922路
6382,9823,551路
11231,1714,房48路
317,688,425路|79路|运通101路|658路|614路|660路|夜30路|361路
10279,1916,兴29路
5471,6968,336路
1309,5066,密3路
10024,1803,顺12路
215,9988,空港9路
104,7105,333路
10980,4564,83路|10路
3898,9735,96路
10860,4430,房20路|房25路
4835,7073,房50路
4639,9034,密云-司马台专
2061,2469,684路|夜28路
7209,9624,802路
1686,5228,937路
204,499,兴54路|兴28路区间
6019,8208,通40路
11600,5103,房21路|房20路|房23路|房22路|房25路|房24路
2944,4630,333路
11049,4937,顺17路
2553,9877,房15路|房18路|房2路|房42路|房41路|房34路|房37路
11823,5533,房33路
11870,6394,兴32路
11093,4495,通12路专线|通12路
11089,5866,128路|专162路
2710,5645,快速直达专线73路
2497,9104,顺29路
2978,6953,机场巴士7线
10753,5570,快速直达专线113路|通43路|801路|802路|806路
3280,3588,H12路
10463,8472,964路|M06路
336,6140,兴51路|821路|兴32路|927路|专96路|976路|846路|专41路
3917,4276,昌70路
2968,5717,顺11路区间豹房|顺20路区间|顺12路区间|顺11路区间刘各庄|顺18路区间|顺2路|顺25路|顺11路|顺12路
